epoch,loss,iou
1151,1.731251,0.723571
1152,1.683237,0.710414
1153,1.767638,0.722362
1154,1.745417,0.711426
1155,1.699370,0.709936
1156,1.766133,0.723921
1157,1.682077,0.691715
1158,1.926524,0.706326
1159,1.803008,0.676375
1160,1.873232,0.687961
1161,1.719000,0.669831
1162,1.831434,0.717759
1163,1.719154,0.689707
1164,1.758076,0.681878
1165,1.767328,0.700658
1166,1.839671,0.648288
1167,1.772284,0.734020
1168,1.754952,0.704156
1169,1.784168,0.698164
1170,1.737459,0.713413
1171,1.740860,0.708320
1172,1.713342,0.681851
1173,1.795680,0.718210
1174,1.691076,0.691740
1175,1.782159,0.712399
1176,1.693998,0.706520
1177,1.779654,0.702543
1178,1.959441,0.690433
1179,1.870438,0.713058
1180,1.737096,0.730464
1181,1.668774,0.720069
1182,1.680359,0.718405
1183,1.719358,0.721216
1184,1.709961,0.727275
1185,1.661077,0.717595
1186,1.726282,0.735092
1187,1.661987,0.707204
1188,1.779759,0.709682
1189,1.757487,0.684838
1190,1.724503,0.684264
1191,1.847453,0.700727
1192,1.776372,0.681465
1193,1.840500,0.714319
1194,1.806924,0.701841
1195,1.780619,0.692084
1196,1.889320,0.708072
1197,1.875835,0.721220
1198,1.702741,0.719187
1199,1.726034,0.725625
1200,1.690276,0.724031
1201,1.692157,0.724510
1202,1.724334,0.725525
1203,1.755564,0.717886
1204,1.733363,0.661660
1205,1.768973,0.680806
1206,1.837399,0.685943
1207,1.699009,0.699055
1208,1.781823,0.739471
1209,1.702180,0.709398
1210,1.753711,0.710393
1211,1.802103,0.717670
1212,1.833894,0.727338
1213,1.664867,0.703678
1214,1.770996,0.738504
1215,1.692592,0.722978
1216,1.660976,0.715219
1217,1.776823,0.716317
1218,1.752162,0.725235
1219,1.801903,0.604882
1220,1.768001,0.691387
1221,1.795458,0.670576
1222,1.835319,0.706349
1223,1.853607,0.709486
1224,1.704692,0.731329
1225,1.651524,0.712995
1226,1.740706,0.723164
1227,1.688255,0.725868
1228,1.720995,0.728278
1229,1.672868,0.713827
1230,1.757607,0.731986
1231,1.716187,0.712230
1232,1.766505,0.681298
1233,1.803482,0.670929
1234,1.871304,0.729350
1235,1.753993,0.713799
1236,1.821875,0.703599
1237,1.795622,0.680500
1238,1.863406,0.715332
1239,1.780463,0.724636
1240,1.795821,0.726786
1241,1.815781,0.694573
1242,1.786488,0.719400
1243,1.792393,0.688403
1244,1.740228,0.722431
1245,1.682733,0.712472
1246,1.727325,0.724586
1247,1.678967,0.717569
1248,1.748905,0.731005
1249,1.727750,0.721715
1250,1.692663,0.712560
1251,1.770978,0.710616
1252,1.819555,0.681456
1253,1.864685,0.700228
1254,1.695088,0.716602
1255,1.720601,0.722195
1256,1.715467,0.713476
1257,1.719919,0.726878
1258,1.652310,0.713126
1259,1.746630,0.713070
1260,1.762538,0.702367
1261,1.744784,0.705138
1262,1.722072,0.714553
1263,1.736555,0.722706
1264,1.757086,0.717470
1265,1.769656,0.696743
1266,1.861356,0.718275
1267,1.763577,0.717594
1268,1.771207,0.714390
1269,1.752540,0.694289
1270,1.906661,0.721108
1271,1.782091,0.714883
1272,1.723844,0.706696
1273,1.707570,0.696762
1274,1.711407,0.688617
1275,1.696770,0.712454
1276,1.831563,0.737069
1277,1.756363,0.683762
1278,1.875996,0.723419
1279,1.828586,0.719181
1280,1.735407,0.707287
1281,1.738196,0.727448
1282,1.748502,0.715056
1283,1.786927,0.693009
1284,1.744282,0.709886
1285,1.826472,0.728319
1286,1.693422,0.714145
1287,1.715038,0.704057
1288,1.715300,0.692589
1289,1.835724,0.723151
1290,1.684626,0.708568
1291,1.769618,0.694740
1292,1.772389,0.718649
1293,1.758640,0.691652
1294,1.873584,0.714296
1295,1.781256,0.735796
1296,1.686059,0.701899
1297,1.783709,0.727825
1298,1.712702,0.671043
1299,1.758599,0.727123
1300,1.747389,0.714037
1301,1.726639,0.729022
1302,1.669111,0.728820
1303,1.673629,0.730055
1304,1.711961,0.721911
1305,1.699815,0.693853
1306,1.892419,0.720310
1307,1.752006,0.672074
1308,1.850879,0.717340
1309,1.788620,0.708360
1310,1.771184,0.696683
1311,1.685104,0.727045
1312,1.745891,0.702621
1313,1.668761,0.709322
1314,1.740964,0.705065
1315,1.778745,0.736327
1316,1.684828,0.719689
1317,1.697159,0.690175
1318,1.787182,0.692330
1319,1.783183,0.700012
1320,1.842637,0.715887
1321,1.749133,0.674879
1322,1.703954,0.725939
1323,1.818193,0.718575
1324,1.703212,0.704445
1325,1.739422,0.720380
1326,1.695656,0.698084
1327,1.888368,0.717722
1328,1.806477,0.706903
1329,1.762858,0.735685
1330,1.716180,0.704712
1331,1.845038,0.720046
1332,1.873827,0.737155
1333,1.720361,0.700538
1334,1.717993,0.673488
1335,1.762840,0.699351
1336,1.831363,0.712942
1337,1.683904,0.712708
1338,1.742703,0.705059
1339,1.748604,0.718272
1340,1.798596,0.704525
1341,1.780774,0.719216
1342,1.711244,0.721217
1343,1.702496,0.718780
1344,1.726398,0.717525
1345,1.746984,0.699234
1346,1.804264,0.728187
1347,1.666116,0.720688
1348,1.729510,0.729676
1349,1.667733,0.723292
1350,1.709145,0.715118
1351,1.728853,0.703168
1352,1.792563,0.724509
1353,1.736635,0.708893
1354,1.718925,0.697996
1355,1.820756,0.697835
1356,1.717307,0.678770
1357,1.790358,0.724725
1358,1.712264,0.708745
1359,1.662114,0.688193
1360,1.781197,0.711106
1361,1.737034,0.719337
1362,1.763745,0.704849
1363,1.764295,0.669426
1364,1.884015,0.673523
1365,1.787207,0.714825
1366,1.732310,0.656528
1367,1.814498,0.731201
1368,1.678989,0.701966
1369,1.719274,0.724390
1370,1.758317,0.729754
1371,1.700708,0.704281
1372,1.713338,0.730868
1373,1.695780,0.721287
1374,1.667604,0.717037
1375,1.745402,0.718898
1376,1.798458,0.700047
1377,1.902892,0.720704
1378,1.770243,0.696104
1379,1.691497,0.725555
1380,1.714986,0.721835
1381,1.738613,0.712240
1382,1.779871,0.701029
1383,1.815440,0.707423
1384,1.676129,0.682089
1385,1.939581,0.691083
1386,1.882975,0.675056
1387,1.832574,0.717649
1388,1.758302,0.732005
1389,1.689357,0.712715
1390,1.742526,0.721290
1391,1.747541,0.724313
1392,1.736309,0.652206
1393,1.997825,0.718679
1394,1.728440,0.719478
1395,1.773839,0.711351
1396,1.696441,0.697586
1397,1.729675,0.700092
1398,1.742210,0.729480
1399,1.671466,0.714117
1400,1.721030,0.714497
1401,1.712756,0.726918
1402,1.725469,0.735859
1403,1.649651,0.721669
1404,1.704341,0.716329
1405,1.705351,0.715137
1406,1.748964,0.733267
1407,1.731257,0.705121
1408,1.715991,0.720140
1409,1.703057,0.715631
1410,1.718504,0.702512
1411,1.739634,0.726613
1412,1.707331,0.723275
1413,1.734016,0.712840
1414,1.835082,0.726138
1415,1.670331,0.723089
1416,1.766356,0.718485
1417,1.753747,0.690228
1418,1.838732,0.720133
1419,1.893680,0.701298
1420,1.823334,0.732488
1421,1.723399,0.732485
1422,1.728603,0.710949
1423,1.767536,0.682684
1424,1.825898,0.703656
1425,1.812460,0.679481
1426,1.645990,0.702234
1427,1.705271,0.699897
1428,1.730558,0.724076
1429,1.726095,0.719840
1430,1.741850,0.712644
1431,1.703339,0.692203
1432,1.787503,0.680221
1433,1.874227,0.713129
1434,1.832139,0.728704
1435,1.706797,0.718681
1436,1.682326,0.724324
1437,1.701373,0.718771
1438,1.692093,0.710933
1439,1.733194,0.706301
1440,1.713279,0.707538
1441,1.732984,0.692344
1442,1.927254,0.716124
1443,1.781343,0.721140
1444,1.676952,0.717140
1445,1.745000,0.701151
1446,1.800857,0.698614
1447,1.809501,0.723182
1448,1.712623,0.723100
1449,1.664266,0.711115
1450,1.706427,0.690194
1451,1.783153,0.705140
1452,1.698725,0.699386
1453,1.874927,0.712462
1454,1.803675,0.708261
1455,1.740422,0.710757
1456,1.719908,0.703596
1457,1.802539,0.708882
1458,1.640852,0.722394
1459,1.687431,0.725467
1460,1.717675,0.713484
1461,1.815550,0.713332
1462,1.676199,0.705370
1463,1.750370,0.721588
1464,1.814331,0.630976
1465,1.877674,0.736031
1466,1.706218,0.721746
1467,1.710724,0.718794
1468,1.739204,0.716220
1469,1.692869,0.674519
1470,1.710360,0.728036
1471,1.700591,0.677480
1472,1.896776,0.721236
1473,1.808322,0.713650
1474,1.820139,0.717012
1475,1.685762,0.708133
1476,1.712537,0.727049
1477,1.708635,0.694799
1478,1.737048,0.709747
1479,1.711623,0.664389
1480,1.784446,0.734581
1481,1.688082,0.722793
1482,1.688602,0.699823
1483,1.841371,0.668367
1484,1.830865,0.688822
1485,1.936551,0.620569
1486,1.805100,0.708548
1487,1.698830,0.714952
1488,1.777209,0.729239
1489,1.669038,0.717865
1490,1.714448,0.726787
1491,1.687885,0.727941
1492,1.667430,0.711132
1493,1.727314,0.689015
1494,1.857609,0.720045
1495,1.708573,0.715184
1496,1.744296,0.729575
1497,1.685860,0.694794
1498,1.790940,0.727192
1499,1.659572,0.703230
1500,1.813737,0.725742
1501,1.672427,0.713993
1502,1.729569,0.708209
1503,1.758251,0.722532
1504,1.708633,0.694935
1505,1.859838,0.706886
1506,1.866010,0.721584
1507,1.760593,0.675974
1508,1.794657,0.725357
1509,1.829314,0.705902
1510,1.746902,0.716649
1511,1.674318,0.725891
1512,1.672146,0.715531
1513,1.754846,0.710209
1514,1.784555,0.690554
1515,1.740565,0.681314
1516,1.811471,0.703149
1517,1.741243,0.706187
1518,1.769474,0.689138
1519,1.822510,0.705442
1520,1.751910,0.725722
1521,1.728928,0.727770
1522,1.694642,0.726291
1523,1.702124,0.739491
1524,1.666671,0.734509
1525,1.667627,0.717098
1526,1.736010,0.704907
1527,1.745394,0.678372
1528,1.935245,0.701176
1529,1.738417,0.665654
1530,1.789655,0.700769
1531,1.754502,0.689001
1532,1.904153,0.683551
1533,1.782592,0.722363
1534,1.678443,0.723715
1535,1.699621,0.713129
1536,1.730968,0.717818
1537,1.719103,0.725729
1538,1.733491,0.714228
1539,1.711252,0.714267
1540,1.747036,0.703332
1541,1.656057,0.710706
1542,1.765264,0.714318
1543,1.713869,0.717642
1544,1.798156,0.693854
1545,1.689266,0.682441
1546,1.810910,0.648992
1547,1.785797,0.716597
1548,1.852540,0.698655
1549,1.742522,0.732680
1550,1.815041,0.706053
1551,1.805907,0.710837
1552,1.737516,0.726022
1553,1.671352,0.721256
1554,1.679623,0.709829
1555,1.722250,0.705442
1556,1.751861,0.713145
1557,1.743879,0.701595
1558,1.794390,0.644706
1559,2.018579,0.700377
1560,1.773723,0.721037
1561,1.828442,0.714270
1562,1.780146,0.710837
1563,1.808362,0.702466
1564,1.771231,0.729805
1565,1.720146,0.744167
1566,1.650968,0.727850
1567,1.702517,0.735832
1568,1.669136,0.725716
1569,1.660065,0.717751
1570,1.741508,0.702758
1571,1.701467,0.699267
1572,1.771036,0.731266
1573,1.660003,0.715029
1574,1.734776,0.717627
1575,1.865950,0.704053
1576,1.707817,0.677680
1577,1.948056,0.690229
1578,1.826985,0.695827
1579,1.855498,0.712136
1580,1.718350,0.705528
1581,1.761956,0.721988
1582,1.703497,0.729604
1583,1.692956,0.715873
1584,1.674863,0.729184
1585,1.688875,0.723675
1586,1.745920,0.733898
1587,1.784413,0.696552
1588,1.739187,0.708061
1589,1.673095,0.705342
1590,1.757712,0.724406
1591,1.844581,0.707566
1592,1.718947,0.694914
1593,1.765955,0.725965
1594,1.714488,0.732995
1595,1.697036,0.718879
1596,1.741820,0.674487
1597,1.824388,0.668596
1598,1.788750,0.670486
1599,1.683090,0.691388
1600,1.788059,0.711593
1601,1.699526,0.723671
1602,1.685594,0.738331
1603,1.675014,0.723965
1604,1.684525,0.721637
1605,1.726170,0.703005
1606,1.837816,0.716909
1607,1.853015,0.671419
1608,1.841881,0.683692
1609,1.873430,0.729453
1610,1.683220,0.728919
1611,1.690540,0.726092
1612,1.671227,0.721169
1613,1.740805,0.725039
1614,1.712258,0.715647
1615,1.704359,0.726906
1616,1.671304,0.688843
1617,1.897993,0.707013
1618,1.644512,0.637182
1619,1.745205,0.670913
1620,1.858056,0.706811
1621,1.812536,0.671237
1622,1.751700,0.712237
1623,1.710131,0.676430
1624,1.716714,0.724347
1625,1.740309,0.710837
1626,1.743136,0.708977
1627,1.715954,0.716797
1628,1.664782,0.711761
1629,1.741339,0.718191
1630,1.728194,0.707316
1631,1.772730,0.703558
1632,1.717825,0.712235
1633,1.661116,0.696127
1634,1.788783,0.706521
1635,1.800040,0.707655
1636,1.738341,0.710290
1637,1.769737,0.738782
1638,1.652309,0.729370
1639,1.683651,0.726416
1640,1.684740,0.721459
1641,1.710423,0.721378
1642,1.763907,0.682265
1643,1.735396,0.726056
1644,1.768747,0.700611
1645,1.736940,0.692780
1646,1.709973,0.704746
1647,1.734019,0.711537
1648,1.670269,0.707026
1649,1.818672,0.685416
1650,1.795385,0.688692
1651,1.836507,0.708063
1652,1.711269,0.707853
1653,1.799236,0.714728
1654,1.811219,0.718161
1655,1.693867,0.710623
1656,1.779735,0.694947
1657,1.784651,0.684710
1658,1.796576,0.714703
1659,1.747382,0.657908
1660,1.773856,0.676403
1661,1.791276,0.724120
1662,1.684337,0.714988
1663,1.799266,0.717246
1664,1.676041,0.677659
1665,1.944801,0.723297
1666,1.746611,0.721609
1667,1.678262,0.699564
1668,1.715316,0.729233
1669,1.685387,0.728741
1670,1.695703,0.722066
1671,1.695782,0.719686
1672,1.718484,0.701451
1673,1.723747,0.649857
1674,1.791257,0.717155
1675,1.769612,0.721019
1676,1.724279,0.705004
1677,1.782134,0.716548
1678,1.689354,0.721274
1679,1.774282,0.709221
1680,1.668892,0.727675
1681,1.727810,0.710551
1682,1.838928,0.702088
1683,1.795867,0.721792
1684,1.647708,0.722351
1685,1.701159,0.719604
1686,1.658350,0.713418
1687,1.719932,0.731598
1688,1.684135,0.731333
1689,1.673942,0.721344
1690,1.692206,0.703517
1691,1.877806,0.695350
1692,1.848359,0.719323
1693,1.879246,0.680840
1694,1.831575,0.718314
1695,1.677744,0.715121
1696,1.680008,0.724336
1697,1.757741,0.705222
1698,1.671291,0.698677
1699,1.772498,0.721962
1700,1.710735,0.704934
1701,1.749646,0.706381
1702,1.725647,0.692672
1703,1.692032,0.716590
1704,1.710945,0.708176
1705,1.837986,0.689772
1706,1.771201,0.678104
1707,1.764229,0.696318
1708,1.876086,0.718620
1709,1.859407,0.712125
1710,1.716527,0.732503
1711,1.679324,0.694051
1712,1.728797,0.699241
1713,1.776465,0.703957
1714,1.694432,0.667296
1715,1.859567,0.702488
1716,1.770007,0.683448
1717,1.728745,0.676049
1718,1.715245,0.712995
1719,1.681222,0.669183
1720,1.776546,0.725857
1721,1.717554,0.731294
1722,1.674386,0.724248
1723,1.694529,0.715177
1724,1.778985,0.730607
1725,1.790517,0.709287
1726,1.673584,0.688146
1727,1.826904,0.694370
1728,1.789984,0.679513
1729,1.920453,0.683265
1730,1.776898,0.720456
1731,1.713289,0.694551
1732,1.732783,0.699162
1733,1.763910,0.694325
1734,1.688832,0.721143
1735,1.710931,0.709406
1736,1.716248,0.724399
1737,1.651529,0.716823
1738,1.723161,0.720362
1739,1.740075,0.726604
1740,1.711561,0.707824
1741,1.763199,0.696246
1742,1.755100,0.640231
1743,1.923197,0.705590
1744,1.833794,0.707073
1745,1.722558,0.712155
1746,1.711074,0.741717
1747,1.665902,0.718561
1748,1.728547,0.728528
1749,1.719276,0.723172
1750,1.706749,0.718835
1751,1.811924,0.672892
1752,1.702639,0.678117
1753,1.879062,0.714050
1754,1.730354,0.675915
1755,1.823474,0.722428
1756,1.709066,0.719996
1757,1.680079,0.724398
1758,1.685511,0.728710
1759,1.702430,0.720931
1760,1.776117,0.698412
1761,1.852772,0.678808
1762,1.879731,0.699869
1763,1.741446,0.715271
1764,1.790438,0.699827
1765,1.826282,0.710827
1766,1.776293,0.723809
1767,1.710859,0.694377
1768,1.762506,0.715167
1769,1.710029,0.733655
1770,1.669156,0.724164
1771,1.698220,0.708923
1772,1.716301,0.716861
1773,1.683834,0.702644
1774,1.756591,0.717713
1775,1.775305,0.717883
1776,1.804540,0.709474
1777,1.791735,0.708609
1778,1.814063,0.715380
1779,1.727883,0.695604
1780,1.798476,0.715836
1781,1.737214,0.725384
1782,1.714514,0.730371
1783,1.696131,0.693516
1784,1.793798,0.689933
1785,1.873256,0.708990
1786,1.756364,0.739869
1787,1.687449,0.733181
1788,1.641641,0.713779
1789,1.745024,0.688858
1790,1.671512,0.699863
1791,1.711772,0.718563
1792,1.786505,0.717178
1793,1.740122,0.696231
1794,1.726615,0.669237
1795,1.823444,0.655618
1796,1.820123,0.710866
1797,1.890538,0.732592
1798,1.668404,0.728328
1799,1.655880,0.704755
1800,1.773989,0.730490
1801,1.668843,0.720663
1802,1.707755,0.722419
1803,1.697363,0.724443
1804,1.690927,0.726217
1805,1.675019,0.721643
1806,1.755862,0.716282
1807,1.696397,0.725322
1808,1.700753,0.723957
1809,1.716800,0.715660
1810,1.786310,0.645560
1811,1.806156,0.681012
1812,2.013160,0.736551
1813,1.894792,0.708306
1814,1.691779,0.736016
1815,1.698971,0.730784
1816,1.688483,0.722765
1817,1.677340,0.706822
1818,1.742138,0.678766
1819,1.940533,0.716835
1820,1.689919,0.702680
1821,1.723898,0.710821
1822,1.710797,0.728904
1823,1.696070,0.730432
1824,1.662196,0.705219
1825,1.721139,0.716854
1826,1.742090,0.707367
1827,1.808375,0.703598
1828,1.905810,0.682042
1829,1.685121,0.720939
1830,1.793748,0.718334
1831,1.746428,0.703250
1832,1.877410,0.694849
1833,1.834970,0.690341
1834,1.760985,0.698089
1835,1.676960,0.704556
1836,1.767211,0.720802
1837,1.700767,0.732707
1838,1.696008,0.715048
1839,1.886647,0.723812
1840,1.742494,0.672104
1841,1.834082,0.716489
1842,1.766608,0.712603
1843,1.778960,0.724205
1844,1.669682,0.720187
1845,1.680124,0.725713
1846,1.695170,0.734044
1847,1.727691,0.699984
1848,1.749765,0.700466
1849,1.773003,0.695436
1850,1.811422,0.709261
1851,1.702590,0.696811
1852,1.792005,0.715522
1853,1.723433,0.726370
1854,1.706924,0.711460
1855,1.678592,0.719418
1856,1.705039,0.732223
1857,1.673615,0.701818
1858,1.782546,0.689212
1859,1.804045,0.668364
1860,1.861485,0.679947
1861,1.879763,0.696170
1862,1.697302,0.727297
1863,1.664572,0.729869
1864,1.666752,0.723778
1865,1.702736,0.728119
1866,1.713242,0.710638
1867,1.642738,0.706330
1868,1.764523,0.722114
1869,1.691215,0.729658
1870,1.687445,0.733443
1871,1.676617,0.718282
1872,1.727304,0.717238
1873,1.775172,0.707160
1874,1.816018,0.731167
1875,1.648851,0.717294
1876,1.708071,0.722496
1877,1.696499,0.703868
1878,1.798210,0.697073
1879,1.826625,0.736754
1880,1.676441,0.726395
1881,1.697751,0.722855
1882,1.693532,0.678653
1883,1.815125,0.725167
1884,1.832299,0.706670
1885,1.840397,0.692661
1886,1.979282,0.737323
1887,1.729584,0.717202
1888,1.697343,0.715315
1889,1.729356,0.726613
1890,1.679913,0.729026
1891,1.685937,0.714561
1892,1.747443,0.711930
1893,1.760424,0.704903
1894,1.752907,0.708095
1895,1.743936,0.716827
1896,1.848259,0.686964
1897,1.826257,0.728329
1898,1.757491,0.723442
1899,1.792274,0.720509
1900,1.769471,0.706906
1901,1.766684,0.740772
1902,1.779701,0.721912
1903,1.666912,0.704625
1904,1.677875,0.712399
1905,1.718856,0.724355
1906,1.708540,0.720254
1907,1.719820,0.738197
1908,1.730978,0.724660
1909,1.722876,0.731273
1910,1.688620,0.734119
1911,1.687564,0.736318
1912,1.651295,0.722317
1913,1.779659,0.723205
1914,1.747214,0.728298
1915,1.654937,0.710747
1916,1.733192,0.728283
1917,1.694919,0.721490
1918,1.708894,0.724825
1919,1.690205,0.717678
1920,1.714056,0.699942
1921,1.808274,0.657153
1922,1.889537,0.700941
1923,1.802744,0.690251
1924,1.755096,0.713973
1925,1.738058,0.691124
1926,1.735690,0.676037
1927,1.787236,0.719884
1928,1.697886,0.718916
1929,1.721399,0.742327
1930,1.681814,0.723237
1931,1.749653,0.691000
1932,1.691057,0.683281
1933,1.917656,0.669269
1934,1.687072,0.693039
1935,1.808508,0.667049
1936,1.749471,0.696489
1937,1.686402,0.712604
1938,1.797917,0.713160
1939,1.820536,0.698880
1940,1.874254,0.715376
1941,1.748682,0.722602
1942,1.659322,0.724025
1943,1.676047,0.728828
1944,1.719835,0.735868
1945,1.648191,0.715127
1946,1.710319,0.722252
1947,1.731872,0.731481
1948,1.656886,0.710169
1949,1.734939,0.714039
1950,1.732335,0.687087
1951,1.870418,0.673700
1952,1.645854,0.613867
1953,1.830538,0.707610
1954,1.773422,0.699467
1955,1.791625,0.726966
1956,1.676483,0.716294
1957,1.682864,0.707913
1958,1.760835,0.711536
1959,1.940315,0.723905
1960,1.719434,0.725905
1961,1.827353,0.677216
1962,1.739086,0.727909
1963,1.699947,0.695419
1964,1.759947,0.723673
1965,1.654423,0.724450
1966,1.735217,0.725484
1967,1.700886,0.703247
1968,1.793314,0.706104
1969,1.741721,0.708747
1970,1.763725,0.728145
1971,1.842754,0.693516
1972,1.718206,0.691104
1973,1.786924,0.697686
1974,1.821883,0.704183
1975,1.838001,0.707917
1976,1.684518,0.720883
1977,1.717904,0.728727
1978,1.760672,0.721896
1979,1.766858,0.702735
1980,1.722474,0.709745
1981,1.744104,0.698421
1982,1.838732,0.693414
1983,1.882254,0.726256
1984,1.741618,0.714884
1985,1.678188,0.706399
1986,1.788038,0.712561
1987,1.694374,0.721516
1988,1.761371,0.712949
1989,1.728400,0.715140
1990,1.797665,0.719517
1991,1.730288,0.727952
1992,1.641105,0.712487
1993,1.745519,0.728257
1994,1.620333,0.719714
1995,1.720366,0.725337
1996,1.652983,0.715119
1997,1.742115,0.741085
1998,1.654986,0.723936
1999,1.704013,0.722571
2000,1.733191,0.712084
2001,1.698565,0.679779
2002,1.818455,0.718772
2003,1.742977,0.709974
2004,1.703400,0.691338
2005,1.748039,0.701332
2006,1.735112,0.637076
2007,1.735350,0.663601
2008,1.796919,0.706498
2009,1.791463,0.719559
2010,1.766395,0.722274
2011,1.761785,0.694384
2012,1.761532,0.717743
2013,1.844455,0.718960
2014,1.706971,0.722175
2015,1.663920,0.713557
2016,1.715996,0.721563
2017,1.682255,0.716393
2018,1.772531,0.708657
2019,1.748881,0.728546
2020,1.738747,0.704277
2021,1.842136,0.719394
2022,1.860408,0.698381
2023,1.810856,0.712611
2024,1.886604,0.728171
2025,1.722316,0.739643
2026,1.803845,0.705090
2027,1.792809,0.700321
2028,1.694670,0.717769
2029,1.755998,0.734698
2030,1.653171,0.720728
2031,1.745884,0.711526
2032,1.712057,0.699925
2033,1.759181,0.704779
2034,1.779192,0.709731
2035,1.855227,0.700365
2036,1.793137,0.707810
2037,1.669778,0.722688
2038,1.742605,0.707229
2039,1.713195,0.709193
2040,1.706095,0.735666
2041,1.657711,0.730148
2042,1.684742,0.743160
2043,1.642058,0.724793
2044,1.662570,0.721352
2045,1.711460,0.726512
2046,1.708220,0.715949
2047,1.730587,0.683143
2048,1.802191,0.676181
2049,1.842326,0.691113
2050,1.786816,0.722550
2051,1.702024,0.711912
2052,1.818944,0.709365
2053,1.746976,0.720668
2054,1.745440,0.690206
2055,1.826679,0.699145
2056,1.746464,0.697409
2057,1.798126,0.667710
2058,1.857120,0.693919
2059,1.877457,0.709667
2060,1.724404,0.723647
2061,1.650848,0.715727
2062,1.747025,0.732751
2063,1.643473,0.726372
2064,1.697960,0.722887
2065,1.662698,0.723979
2066,1.785216,0.711448
2067,1.846561,0.676216
2068,1.734863,0.685082
2069,1.701090,0.650404
2070,1.764310,0.714219
2071,1.676165,0.698503
2072,1.756894,0.719684
2073,1.683219,0.697706
2074,1.729951,0.735064
2075,1.651921,0.724594
2076,1.739095,0.710228
2077,1.778101,0.706712
2078,1.724566,0.658224
2079,1.916098,0.719845
2080,1.764595,0.699530
2081,1.818069,0.655654
2082,1.830571,0.714016
2083,1.688806,0.734674
2084,1.674900,0.719525
2085,1.706601,0.714834
2086,1.765929,0.716885
2087,1.651522,0.721223
2088,1.707266,0.716963
2089,1.650269,0.718639
2090,1.715363,0.739630
2091,1.660264,0.725408
2092,1.682779,0.714644
2093,1.862784,0.723877
2094,1.752738,0.667270
2095,1.688973,0.690376
2096,1.787776,0.677296
2097,1.967564,0.701033
2098,1.798071,0.675504
2099,1.918919,0.709782
2100,1.776736,0.722598
2101,1.782715,0.701065
2102,1.758760,0.712192
2103,1.796343,0.725034
2104,1.737187,0.720930
2105,1.719591,0.704636
2106,1.761960,0.717360
2107,1.716585,0.721535
2108,1.758695,0.735377
2109,1.642294,0.722396
2110,1.709820,0.731963
2111,1.642456,0.729212
2112,1.691677,0.725479
2113,1.715487,0.700680
2114,1.657587,0.685535
2115,1.832002,0.732623
2116,1.706263,0.711231
2117,1.696934,0.659660
2118,1.975918,0.706043
2119,1.705546,0.661847
2120,1.861175,0.691564
2121,1.763407,0.728019
2122,1.716259,0.714236
2123,1.712917,0.725902
2124,1.702341,0.720683
2125,1.683087,0.724829
2126,1.698618,0.712820
2127,1.656059,0.721959
2128,1.727733,0.716869
2129,1.718439,0.726506
2130,1.756023,0.714845
2131,1.793521,0.712453
2132,1.784478,0.711888
2133,1.767839,0.740054
2134,1.668493,0.724328
2135,1.650627,0.724631
2136,1.693560,0.735818
2137,1.679662,0.729651
2138,1.637634,0.722292
2139,1.690607,0.724333
2140,1.690371,0.727515
2141,1.771055,0.715360
2142,1.744704,0.697234
2143,1.811252,0.622485
2144,1.832664,0.673977
2145,1.908072,0.690950
2146,1.687902,0.710659
2147,1.742236,0.694811
2148,1.754575,0.720979
2149,1.809583,0.724565
2150,1.698348,0.702944
2151,1.719853,0.723952
2152,1.728241,0.722691
2153,1.704927,0.721841
2154,1.694679,0.716675
2155,1.765115,0.724238
2156,1.696367,0.687073
2157,1.802044,0.694923
2158,1.740488,0.737515
2159,1.777641,0.727200
2160,1.756178,0.689655
2161,1.836986,0.706869
2162,1.794458,0.726294
2163,1.714480,0.702637
2164,1.779677,0.714537
2165,1.704281,0.693319
2166,1.762860,0.697118
2167,1.768602,0.704198
2168,1.889948,0.737247
2169,1.698498,0.723174
2170,1.679361,0.716089
2171,1.695782,0.725906
2172,1.688046,0.726164
2173,1.648156,0.725011
2174,1.703608,0.735976
2175,1.643977,0.721510
2176,1.734086,0.735749
2177,1.649060,0.721700
2178,1.690783,0.726309
2179,1.747550,0.731667
2180,1.661307,0.724855
2181,1.683557,0.668208
2182,1.769511,0.736422
2183,1.673127,0.721625
2184,1.863273,0.697543
2185,1.872334,0.710516
2186,1.708936,0.724634
2187,1.667347,0.731373
2188,1.700603,0.730902
2189,1.645582,0.737333
2190,1.682441,0.734265
2191,1.645518,0.732795
2192,1.675181,0.736821
2193,1.663293,0.725393
2194,1.689380,0.722277
2195,1.689395,0.723988
2196,1.692645,0.729607
2197,1.729019,0.702241
2198,1.665395,0.717635
2199,1.773194,0.734596
2200,1.723012,0.704043
2201,1.809218,0.662870
2202,1.791230,0.628517
2203,1.897153,0.717838
2204,1.712838,0.709271
2205,1.820882,0.631201
2206,1.732632,0.672996
2207,1.911763,0.692046
2208,1.724347,0.697425
2209,1.795710,0.730748
2210,1.762332,0.734668
2211,1.637592,0.718432
2212,1.711890,0.718677
2213,1.750697,0.730112
2214,1.630998,0.713766
2215,1.688736,0.736851
2216,1.669773,0.707230
2217,1.710450,0.701447
2218,1.660962,0.705738
2219,1.770072,0.701076
2220,1.804283,0.657011
2221,1.815954,0.698466
2222,1.789148,0.718143
2223,1.823940,0.736951
2224,1.702840,0.724519
2225,1.727601,0.704728
2226,1.802608,0.712846
